iter	Logloss
170	0.1826934512
171	0.182663992
172	0.1826142783
173	0.1825629333
174	0.1825092015
175	0.1824808713
176	0.1824607384
177	0.1824269071
178	0.1823834019
179	0.182345053
180	0.1822613507
181	0.1822404514
182	0.1821720067
183	0.1821513926
184	0.1821335417
185	0.1821038292
186	0.1820632751
187	0.1820254087
188	0.1819817196
189	0.181969198
190	0.1819009642
191	0.1818588809
192	0.1818418716
193	0.1817957697
194	0.1817564948
195	0.1817382391
196	0.1816781837
197	0.1816561111
198	0.1815907616
199	0.1815504437
200	0.1815167581
201	0.1814428214
202	0.1813730753
203	0.1813216475
204	0.1812660537
205	0.1812196707
206	0.1811535222
207	0.1811347611
208	0.1810702993
209	0.1810163148
210	0.1809489579
211	0.1809029022
212	0.1808769858
213	0.1808417862
214	0.1807945823
215	0.1807594399
216	0.1806841945
217	0.1806074805
218	0.1805562876
219	0.1805133273
220	0.1804753361
221	0.180399172
222	0.1803412645
223	0.180331294
224	0.1802844916
225	0.180229232
226	0.1802001193
227	0.180160812
228	0.1801053495
229	0.1800587049
230	0.1800176681
231	0.1799829175
232	0.1799431878
233	0.1798833446
234	0.1798347484
235	0.1797808372
236	0.1797385622
237	0.1796932005
238	0.1796739448
239	0.1796211752
240	0.1795353813
241	0.1794703183
242	0.1794094156
243	0.1793725999
244	0.1793006318
245	0.1792795855
246	0.1792256355
247	0.1791795813
248	0.1791059993
249	0.1790485712
250	0.1789987792
251	0.1789527741
252	0.1789435217
253	0.1788945357
254	0.1788461052
255	0.1787768646
256	0.1787094045
257	0.1786733766
258	0.1786321999
259	0.1785926101
260	0.1785274666
261	0.178469398
262	0.1784226954
263	0.1784077278
264	0.1783602961
265	0.1783175342
266	0.1782481935
267	0.1782082207
268	0.1781551171
269	0.1780996395
270	0.1780874486
271	0.1780403452
272	0.1779995671
273	0.1779533519
274	0.1779114667
275	0.1778719657
276	0.177792368
277	0.1777501711
278	0.177736855
279	0.1776763469
280	0.1776406366
281	0.1775929462
282	0.1775400142
283	0.1775220501
284	0.1774888583
285	0.1774696548
286	0.1774157452
287	0.1773542668
288	0.1773202278
289	0.1772690194
290	0.177207687
291	0.1771572407
292	0.1770964365
293	0.1770592739
294	0.1770032373
295	0.1769361706
296	0.1768924986
297	0.1768338318
298	0.1768175906
299	0.1768044958
300	0.1767429443
301	0.1766782797
302	0.1766635295
303	0.176649708
304	0.1766169056
305	0.1765788732
306	0.1765422274
307	0.1765406626
308	0.176497826
309	0.1764598399
310	0.1763901694
311	0.1763414972
312	0.1762880569
313	0.1762199696
314	0.176187393
315	0.1761565648
316	0.1761187822
317	0.1760817287
318	0.1760405681
319	0.1759740645
320	0.1759367799
321	0.1759051901
322	0.1758381113
323	0.1758163891
324	0.1757833454
325	0.1757497952
326	0.1757182955
327	0.1756884924
328	0.1756639504
329	0.175626053
330	0.1755882116
331	0.1755623729
332	0.1755228174
333	0.1754847462
334	0.1754550355
335	0.1754210421
336	0.17537871
337	0.1753428837
338	0.1752932358
339	0.1752646112
340	0.1752227118
341	0.1751889296
342	0.1751595336
343	0.1751361008
344	0.1751030225
345	0.1750460621
346	0.1750343049
347	0.1749829709
348	0.1749574205
349	0.1749224138
350	0.1748624939
351	0.1748273262
352	0.1747757054
353	0.1747035353
354	0.1746488783
355	0.1746357133
356	0.1745959043
357	0.1745326849
358	0.174507605
359	0.1744730679
360	0.1744153971
361	0.1743961424
362	0.1743466459
363	0.1743227259
364	0.1742780486
365	0.1742416224
366	0.1742134904
367	0.1741692051
368	0.1741428672
369	0.1741048759
370	0.1740682201
371	0.1740413255
372	0.1739831989
373	0.1739438906
374	0.173917777
375	0.1738592688
376	0.1738154865
377	0.1737680223
378	0.1737316056
379	0.1736976565
380	0.1736511803
381	0.1736059074
382	0.1735823569
383	0.1735638055
384	0.1735373334
385	0.1735090177
386	0.1734677552
387	0.1734313804
388	0.1733863623
389	0.1733644476
390	0.1733454582
391	0.1732952816
392	0.1732613375
393	0.1732216259
394	0.1731987392
395	0.1731825116
396	0.1731365865
397	0.1731122681
398	0.1730816811
399	0.1730513364
400	0.1730303421
401	0.1729914202
402	0.172938711
403	0.1729191186
404	0.1728855943
405	0.1728471508
406	0.1727889372
407	0.1727616626
408	0.1727136269
409	0.1726808238
410	0.1726377618
411	0.1725821277
412	0.172552308
413	0.172524948
414	0.1724761946
415	0.172458628
416	0.1724253986
417	0.1723890597
418	0.1723516268
419	0.1723228939
420	0.1723023938
421	0.1722744288
422	0.1722320514
423	0.1721961932
424	0.1721804766
425	0.1721288951
426	0.1720926023
427	0.172055215
428	0.1720192619
429	0.1720052531
430	0.1719769018
431	0.1719429255
432	0.1719141459
433	0.1718696044
434	0.1718364626
435	0.1717870638
436	0.1717483214
437	0.1717252515
438	0.1717050047
439	0.1716789302
440	0.1716470355
441	0.1715949393
442	0.1715574225
443	0.1715043595
444	0.17147253
445	0.1714329262
446	0.1714025404
447	0.1713608045
448	0.1713176686
449	0.1713065315
450	0.171276288
451	0.1712339973
452	0.1711984296
453	0.1711722737
454	0.1711206149
455	0.1710822917
456	0.1710484965
457	0.1710075693
458	0.170971069
459	0.1709238292
460	0.1708887408
461	0.1708780294
462	0.1708326717
463	0.1707970736
464	0.1707499951
465	0.1707062514
466	0.1706827818
467	0.1706600702
468	0.1706160503
469	0.1706072172
470	0.1705606785
471	0.170527128
472	0.1705067142
473	0.1704707679
474	0.1704450912
475	0.1704017577
476	0.1703860576
477	0.1703561207
478	0.170331594
479	0.1703065318
480	0.1702481156
481	0.170233838
482	0.1701898387
483	0.1701432474
484	0.1701399346
485	0.1701152724
486	0.1700682404
487	0.1700447146
488	0.170012122
489	0.1699773967
490	0.1699370168
491	0.1698850765
492	0.1698326401
493	0.1697966643
494	0.1697827712
495	0.1697223461
496	0.1696965724
497	0.1696650413
498	0.1696432756
499	0.1695944161
500	0.1695643496
501	0.1695378996
502	0.1694943753
503	0.1694617314
504	0.1694397112
505	0.1694120821
506	0.1693864717
507	0.1693490186
508	0.1693270802
509	0.1692937087
510	0.1692706688
511	0.1692289213
512	0.1691999136
513	0.169173618
514	0.1691370056
515	0.1691104205
516	0.169085596
517	0.1690496286
518	0.1689980793
519	0.1689546673
520	0.1689316774
521	0.1688924944
522	0.1688416885
523	0.1687991322
524	0.1687697335
525	0.1687528809
526	0.1687191573
527	0.1686888439
528	0.1686822239
529	0.1686129698
530	0.1685888234
531	0.1685609045
532	0.1685315346
533	0.1684745914
534	0.1684413361
535	0.1684157172
536	0.1683883843
537	0.1683583842
538	0.1683323415
539	0.1682895951
540	0.16825338
541	0.1682204358
542	0.1681621006
543	0.1681385079
544	0.168099426
545	0.1680788005
546	0.1680471008
547	0.1680034249
548	0.1679839774
549	0.1679556627
550	0.1679015418
551	0.1678745727
552	0.1678448633
553	0.1678153426
554	0.1677831745
555	0.1677519178
556	0.167711889
557	0.167685222
558	0.16764896
559	0.1676430018
560	0.1676372469
561	0.1676005066
562	0.1675605707
563	0.1675342137
564	0.1675130812
565	0.1674937007
566	0.1674403862
567	0.1674218601
568	0.1673814198
569	0.1673453415
570	0.1673122074
571	0.1672736385
572	0.1672545805
573	0.167219833
574	0.1671991212
575	0.1671763094
576	0.1671384007
577	0.1671133546
578	0.1670814408
579	0.1670405932
580	0.1670000729
581	0.1669626701
582	0.1669576424
583	0.1669178879
584	0.1668853987
585	0.1668506003
586	0.1668130084
587	0.166805046
588	0.1667576765
589	0.1667361793
590	0.1667056367
591	0.1666662456
592	0.1666433006
593	0.1666226524
594	0.1665945171
595	0.1665552324
596	0.166526439
597	0.1664996275
598	0.1664750782
599	0.1664413145
600	0.1664011035
601	0.1663544239
602	0.1663391788
603	0.1663147276
604	0.1662968537
605	0.166263442
606	0.1662160658
607	0.1661599611
608	0.1661354861
609	0.1661024481
610	0.1660634042
611	0.1660281289
612	0.1660163453
613	0.1659942989
614	0.1659710302
615	0.1659411238
616	0.1659078656
617	0.1658568997
618	0.1658353114
619	0.1658082902
620	0.1657781539
621	0.1657471937
622	0.1657227853
623	0.1656926116
624	0.1656677935
625	0.165652711
626	0.165622029
627	0.165597913
628	0.1655617588
629	0.1655138603
630	0.1654693558
631	0.1654515297
632	0.1654189258
633	0.1654148117
634	0.1653800633
635	0.1653414537
636	0.1653076537
637	0.1652766912
638	0.165257059
639	0.1652145117
640	0.1651935617
641	0.1651689159
642	0.165137693
643	0.1651242161
644	0.165076457
645	0.1650338847
646	0.1650289757
647	0.1649993543
648	0.1649785873
649	0.1649697167
650	0.1649210694
651	0.1648897732
652	0.16485836
653	0.1648292457
654	0.1647936148
655	0.1647698258
656	0.1647413057
657	0.164737795
658	0.1647142473
659	0.1646955581
660	0.1646805187
661	0.1646586854
662	0.1646366537
663	0.1645956681
664	0.1645552258
665	0.1645202508
666	0.1644995821
667	0.1644703268
668	0.1644461876
669	0.164420446
670	0.1643978802
671	0.164381511
672	0.1643610301
673	0.1643541035
674	0.1643086542
675	0.1642862203
676	0.1642545416
677	0.1642282143
678	0.1641841379
679	0.1641580239
680	0.1641255676
681	0.1641099302
682	0.1640794781
683	0.1640204516
684	0.1639976133
685	0.1639718758
686	0.1639530531
687	0.1639294621
688	0.1638925425
689	0.1638741704
690	0.1638329272
691	0.1637770875
692	0.163754621
693	0.1637376028
694	0.1637138356
695	0.1636885617
696	0.163668242
697	0.1636274474
698	0.1636116534
699	0.1635741607
700	0.163570553
701	0.1635384715
702	0.1634938455
703	0.1634592083
704	0.1634349132
705	0.163390629
706	0.1633640776
707	0.1633369284
708	0.1633074978
709	0.1632629656
710	0.163252358
711	0.1632222964
712	0.1632046125
713	0.1631841724
714	0.1631519152
715	0.1631102025
716	0.1630765947
717	0.1630538361
718	0.1630105315
719	0.1629795529
720	0.1629478804
721	0.1629298717
722	0.1629081975
723	0.1628847245
724	0.1628659901
725	0.1628418817
726	0.1628092491
727	0.1627575761
728	0.1627243942
729	0.1627028234
730	0.1626753661
731	0.1626600546
732	0.1626273206
733	0.1625989459
734	0.1625534443
735	0.1625216256
736	0.1625020747
737	0.1624738618
738	0.162448404
739	0.1624206407
740	0.162396987
741	0.1623591157
742	0.1623200115
743	0.1622833554
744	0.1622544135
745	0.1622223984
746	0.1622054223
747	0.1621788535
748	0.1621574674
749	0.1621157268
750	0.1620758111
751	0.1620435897
752	0.1620075255
753	0.1619967999
754	0.1619722798
755	0.1619482119
756	0.1619305193
757	0.1619028229
758	0.1618715529
759	0.161841484
760	0.1618040843
761	0.1617528021
762	0.1617066924
763	0.161671869
764	0.1616437859
765	0.1616245824
766	0.1615799036
767	0.1615702906
768	0.1615245352
769	0.1615017936
770	0.161471541
771	0.1614459007
772	0.1614230824
773	0.1614075862
774	0.161382176
775	0.1613539664
776	0.1613207168
777	0.1612919899
778	0.1612671024
779	0.1612412146
780	0.1612270103
781	0.1612021543
782	0.1611726104
783	0.1611516075
784	0.1611315901
785	0.1611045076
786	0.161067117
787	0.161057675
788	0.1610348396
789	0.1610151077
790	0.1609785474
791	0.1609462039
792	0.1609215392
793	0.160891964
794	0.1608566353
795	0.1608242967
796	0.1608106833
797	0.1607830164
798	0.1607688815
799	0.160740449
800	0.1607144985
801	0.1606854518
802	0.1606590255
803	0.1606236392
804	0.1605991054
805	0.1605705448
806	0.1605441692
807	0.1605282076
808	0.1604792828
809	0.1604621885
810	0.1604421016
811	0.1603878571
812	0.160380359
813	0.1603522352
814	0.1603353501
815	0.1603188245
816	0.1602825583
817	0.1602476416
818	0.1602366997
819	0.1601932314
820	0.1601568649
821	0.1601356381
822	0.1600938957
823	0.1600653802
824	0.1600405821
825	0.1600095387
826	0.1599766689
827	0.1599431806
828	0.1599109438
829	0.1598748616
830	0.1598468316
831	0.1598334395
832	0.1597969243
833	0.1597498153
834	0.1597332232
835	0.1596822387
836	0.1596572013
837	0.1596160661
838	0.1595841601
839	0.159547054
840	0.1595313197
841	0.1594993548
842	0.1594609942
843	0.1594427822
844	0.1594177104
845	0.1593793549
846	0.1593423018
847	0.1593047726
848	0.1592771244
849	0.1592575453
850	0.1592286592
851	0.1592101987
852	0.1591939814
853	0.1591582503
854	0.1591269102
855	0.1591046018
856	0.159081004
857	0.1590549075
858	0.1590202015
859	0.1589894592
860	0.1589737272
861	0.1589371104
862	0.158914271
863	0.1588775757
864	0.158844118
865	0.1588115854
866	0.1587739563
867	0.1587268811
868	0.1587138568
869	0.1586784602
870	0.1586450994
871	0.1586065022
872	0.1585731347
873	0.1585513274
874	0.1585385042
875	0.1584979514
876	0.1584813119
877	0.1584581084
878	0.1584484896
879	0.1584327574
880	0.1584155923
881	0.1583757339
882	0.1583520307
883	0.1583311441
884	0.1582977582
885	0.1582848933
886	0.1582570752
887	0.1582242292
888	0.1582042053
889	0.1581872264
890	0.1581576147
891	0.1581389161
892	0.158096672
893	0.1580586404
894	0.1580015754
895	0.1579661786
896	0.1579362892
897	0.1579025593
898	0.1578766453
899	0.1578628345
900	0.1578429048
901	0.1578201432
902	0.1578016513
903	0.1577758785
904	0.1577587842
905	0.1577295942
906	0.1576792998
907	0.1576702971
908	0.1576173093
909	0.1575949175
910	0.157573598
911	0.1575594026
912	0.1575255846
913	0.1575029282
914	0.1574764733
915	0.1574520715
916	0.1574163065
917	0.1573832977
918	0.1573565787
919	0.1573310031
920	0.1573058877
921	0.1572841652
922	0.1572519713
923	0.1572372518
924	0.1572218392
925	0.1572076615
926	0.1571818436
927	0.1571623566
928	0.1571410568
929	0.1571096176
930	0.1570961755
931	0.1570791514
932	0.1570589501
933	0.1570202362
934	0.1569949262
935	0.1569707757
936	0.1569434602
937	0.1569129115
938	0.1568938968
939	0.1568613665
940	0.1568444507
941	0.1568288313
942	0.1568047653
943	0.1567697143
944	0.1567313652
945	0.1566979794
946	0.1566635496
947	0.1566203548
948	0.1566029629
949	0.1565768652
950	0.1565616859
951	0.1565450716
952	0.1565051226
953	0.1564867176
954	0.1564730993
955	0.1564544335
956	0.1564144761
957	0.1563762532
958	0.1563448351
959	0.1563357375
960	0.1563208271
961	0.156293482
962	0.156277636
963	0.1562459632
964	0.1562105732
965	0.1561873258
966	0.1561657929
967	0.156125971
968	0.1560945793
969	0.1560841157
970	0.1560633869
971	0.1560491362
972	0.1560121402
973	0.1559853434
974	0.1559719174
975	0.1559333924
976	0.1559155504
977	0.1558958498
978	0.1558719445
979	0.1558524448
980	0.1558450055
981	0.1558154185
982	0.1557884978
983	0.1557668295
984	0.155732987
985	0.1557076757
986	0.1556921698
987	0.1556783826
988	0.1556459949
989	0.155629854
990	0.1556178093
991	0.1555971405
992	0.1555778439
993	0.1555399008
994	0.1554959441
995	0.1554733554
996	0.1554491996
997	0.155428246
998	0.1553974891
999	0.1553750348
